fawn|হরিণ-শিশু
mankind|মানব জাতি
prospective|সম্ভাব্য
clamour|চেঁচামেচি করা
fertiliser|সার
evans|ইভান্স
burkina|বার্কিনা
fair.trade|ন্যায্য বাণিজ্য
blogger|ব্লগার
powerful|ক্ষমতাশালী
disembodied|বিদেহী
improving|উন্নতিশীল
gposttl|জিপিওএসটিটিএল
congo|কঙ্গো
bitch|কুক্কুরী
art|শিল্প
hindutva|হিন্দুত্ব
quality|গুনমান,মান,গুনমান
horseman|অশ্বারোহী,ঘোড়সওয়ার
playlist|সঙ্গীত-তালিকা
management|ব্যবস্থাপনা
flag-hoisting.ceremony|পতাকা উত্তোলন অনুষ্ঠান
bank-cheque|চেক
privacy|গোপনীয়তা,গোপনীয়তা
durable|টেকসই
nda|এনডিএ
adopted|দত্তক
attach|যুক্ত করা,যুক্ত করা
attack|আক্রমণ,আক্রমণ করা
maleic.acid|মেলাইক এসিড
widgets|উইজেট
butanol|বিউটানল
kmail|কেমেইল
final|চূড়ান্ত
pathogen|রোগের জনক
circulate|প্রদক্ষিণ করা
configure|কনফিগার,কনফিগার করা
mariana|মেরিয়ানা
punish|শাস্তি দেওয়া
exactly|যথাযথভাবে
have.sex|যৌনসঙ্গম করা
innovate|নতুন কিছুর প্রবর্তন করা,নতুন কিছুর প্রবর্তন করা
biggest|বৃহত্তম
david.milgaard|ডেভিড মিলগার্ড
masjid|মসজিদ
military.personnel|সামরিক ব্যক্তিবর্গ
lake.garda|গার্দা হ্রদ
manipulation|পরিবর্তন করা
fuzzy|অস্পষ্ট
kdat|কে-ড্যাট
updating|আপডেট করা হচ্ছে
rss|আর.এস.এস.
catered|পরিবেশিত
photograph|আলোকচিত্র
spurn|হয়রান করা
hindu.kush|হিন্দুকুশ
aspiration|উচ্চাকাঙ্খা
gegenschein|প্রতিদীপ্তি
beg|ভিক্ষা করা
erbium|এরবিয়াম
caterer|খাদ্য সরবরাহকারী
bare|খোলা
referral|উল্লেখিত
bet|বাজি ধরা,বাজি ধরা
evenutally|পরিশেষে
exhibit|প্রদর্শন করা
enforced|কার্যকরী
lightly|হালকা ভাবে
tabs|ট্যাব
elongation|প্রতান
unchanged|অপরিবর্তিত
msec|মিলি সেকেন্ড
videoplayers|ভিডিও প্লেয়ার
thereto|তৎপ্রতি,তৎসঙ্গে,অধিকন্তু
rajab|রজব
ultrasonic|অতিশাব্দিক
halal|হালাল
portrait|প্রতিকৃতি
need|প্রয়োজন,প্রয়োজন,প্রয়োজন বোধ করা
kapaleeshwarar|কাপালীশ্বর
border|সীমারেখা,কিনারা,প্রান্ত,সীমানা
metaphysics|অধিবিজ্ঞান,অধিবিদ্যা
rotor|ঘূর্ণক
bastard|অবৈধ সন্তান
waiting-maid|পরিচারিকা
bay.leaves|তেজপাতা
make.merry|আনন্দ করা
self-published.material|স্বপ্রকাশিত বস্তু
resultant|ফলস্বরূপ
netaji.subhash.chandra.bose|নেতাজী সুভাষ চন্দ্র বসু
able|সক্ষম,যোগ্য,সামর্থ
switch|সুইচ,পরিবর্তন,সুইচ,পরিবর্তন করা
battles|যুদ্ধ
ably|যোগ্যতার সহিত,দক্ষতার সহিত
instance|উদাহরণ,কোন বিশেষ ব্যাপার,ঘটনা,দৃষ্টান্ত,দৃষ্টান্ত
dc-7|ডিসি ৭
adonish|সুন্দর যুবক,ফোতো বাবু
paternity|পিতৃত্ব
tvtime|টিভিটাইম
right.ascension|বিষুবাংশ
venereal|যৌন
fuels|জ্বালানী
adieu|বিদায়,বিদায় সম্ভাষণ
akimbo|কোমরে হাত দিয়ে ও কুনই বেড় করে দাড়ানো
varity|হরেকরকম
pervasiveness|পরিব্যাপকতা
isocyanate|আইসো-সায়ানেট
moths|মথ
derivative.works|মৌলিক নয় এমন কার্যাবলী
connected|সংযুক্ত
mplayer|এমপ্লেয়ার
brother-in-law|শালা
tilt|কাত হওয়া
gallery|গ্যালারি
spin-1/2|স্পিন-১/২
diyarbakä±r|দিয়ারবাকির
pixie|খুদে পরী
stereo|স্টেরিও
haifa|হাইফু
bottom.part|নিচের অংশ
consequences|ফলাফল,ফলাফল
url|ইউআরএল
undeniable|অনস্বীকার্য
uri|ইউআরআই
wikimedia.commons|উইকিমিডিয়া কমন্স
databases|ডেটাবেস
businessman|ব্যবসায়ী
bordeaux|বর্দো
winpopup|উইন-পপ-আপ
affair|ঘটনা
ramganj|রামগঞ্জ
shuffle|এলোমেলোভাবে মেশানো
wilful|একগুয়ে,ইচ্ছাকৃত
seclude|সমাজ হতে বিচ্ছিন্ন করা
encrypted|এনক্রিপ্টকৃত
adjudicator|বিচারক,নিষ্পত্তিকারক
anyway|যেকোন উপায়ে
unfathomable|অতল
south-east|অগ্নি
gadolinium|গ্যাডোলিনিয়াম
vermillion|ভার্মিলিয়ন
lsb|এলএসবি
swedish|সুয়েডীয়,সুইডিশ
abettor|দুষ্কর্মে সাহয্যকারী
based|ভিত্তি করে,ভিত্তিক
sheriff|শেরিফ
small.mass|ক্ষুদ্র ভর
fiberglass|রাসায়নিক পদ্ধতিতে কাঁচ দিয়ে তৈরি আঁশ
memphis|মেমফিস
darby|ডার্বি
hopeful|আশাবাদী
brighten|আলোকিত করা
witness-box|কাঠগড়া
employer|নিয়োগকর্তা
virgo|কন্যারাশি
bafata|বাফাটা
inherited|উত্তরাধিকার সুত্রে প্রাপ্ত
employee|কর্মচারী
employed|নিয়োজিত
achieve|অর্জন,অর্জন করা,সাফল্যের সঙ্গে লাভ করা
dodge|ডজ
gratify|খুশি করা
adherent|অনুগত,ভক্ত,সংলগ্ন
perigee|অনুভূ
jammu|জম্মু
michigan|মিশিগান
overall|সর্বপরি,সর্বোপরি
joint|যৌথ
littleton|লিটলটন
legitimate|বৈধ
probably|সম্ভবত
buyer|ক্রেতা
parlance|কথাবার্তা
years|বছর
procedures|পদ্ধতি
syllogism|অনুমানবাক্য
gray|ধূসর,ধূসর
evolution|বিবর্তন
molybdenum|মলিবডেনাম
numerous|অনেক
mohammed|মহম্মদ
shrillness|তীব্রতা ও তীক্ষ্ণতা
legal.requirement|আইনি প্রয়োজনীয়তা
optical.fibre|অপটিকাল ফাইবার
urban.agglomeration|শহরাঞ্চল
she|সে
contain|ধারণ করা,ধারণ করা
grab|ধরা
peer-reviewed|মেধা পুননিরীক্ষিত
dpi|ডি-পি-আই
widow|বিধবা
albania|আলবেনিয়া
openoffice.org|ওপেনঅফিস.অর্গ
solo|একক
planetary.motion|গ্রহের গতি
problem|সমস্যা
faroe|ফারাও
other.band|অন্যান্য ব্যান্ড
humans|মানুষ
immigrant|অভিবাসী
computer|কম্পিউটার,কম্প্যুটার,কম্পিউটার,গণক যন্ত্র
yugoslavia|যুগোস্লাভিয়া
powder|চূর্ণ
desperate|বেপরোয়া
operated|পরিচালিত
humane|মানবিক
unearth|খুড়ে পাওয়া
washable|ধোওয়া যায় এমন
user-specified|ব্যবহারকারী উল্লেখিত
horribly|ভয়ঙ্করভাবে
thumb|বুড়ো আঙুল,বৃদ্ধাঙ্গুল
featured.article|নির্বাচিত নিবন্ধ
tend|প্রবণ হওয়া
migrant|অভিবাসী
macros|ম্যাক্রো
state|অবস্থা,রাজ্য,দেশ
convince|দৃঢ়প্রত্যয় উত্পাদন করা
correctly|সঠিকভাবে
horrible|জঘন্য
middle.east|মধ্যপ্রাচ্য
solitary|একাকী,নিঃসঙ্গ
german.physicist|জার্মান পদার্থবিজ্ঞানী
supernova|সুপারনোভা
khartoum|খার্তুম
kprocess|কে-প্রসেস
uploader|আপলোডকারী
key|মূখ্য,চাবি
approval|অনুমোদন
precious|মূল্যবান
pilgrims|তীর্থযাত্রী
solace|সান্তনা
limits|সীমা,সীমা
kigali|কিগালি
career|জীবিকা
minutes|মিনিট
mongol|মঙ্গলীয়
purple|রক্তবেগনী
whinny|হ্রেষাধ্বনি
admit|স্বীকার করা,ভর্তি করা
succeed|সফল হওয়া,সফল হওয়া
refraction|প্রতিসরণ
admix|মিশ্রিত করা,মিশিয়ে দেওয়া
christen|নামকরণ করা,নামকরণ করা
diplomats|কুটনীতিক
